Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
19cba205-e10a-4382-b8c3,2024-04-29,07:56:42,Online,Contactless,Adult,First Class,Off-Peak,10,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,09:15:00,09:45:00,09:45:00,On Time,,No
f340815c-1d32-4680-83b7,2024-04-29,07:57:57,Station,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,06:15:00,06:45:00,06:45:00,On Time,,No
2b25cff3-b117-4702-8c18,2024-04-29,07:58:20,Online,Debit Card,Senior,First Class,Advance,18,London Paddington,Reading,2024-04-30,06:15:00,07:15:00,07:15:00,On Time,,No
8d996a29-aed1-41eb-b367,2024-04-29,08:03:42,Station,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,2024-04-30,06:30:00,07:50:00,07:50:00,On Time,,No
52cffc6e-acfe-456a-9c27,2024-04-29,08:03:51,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,06:30:00,07:00:00,07:00:00,On Time,,No
752857e9-702a-4944-9d93,2024-04-29,08:05:10,Online,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-30,06:30:00,07:50:00,07:50:00,On Time,,No
ef6c7081-f41d-4fc6-8352,2024-04-29,08:15:09,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-30,06:45:00,07:15:00,07:15:00,On Time,,No
549e2451-3e51-44d4-aa17,2024-04-29,08:20:09,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-30,06:45:00,08:05:00,08:05:00,On Time,,No
7ed3b8b1-b943-4b12-9869,2024-04-29,08:20:31,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-30,07:45:00,08:45:00,08:45:00,On Time,,No
00f84afe-af7a-45c6-b88c,2024-04-29,08:21:55,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-04-30,07:45:00,09:15:00,09:15:00,On Time,,No
a86e3695-efe1-4d79-8319,2024-04-29,08:24:18,Station,Contactless,Adult,Standard,Advance,23,London Kings Cross,York,2024-04-30,06:45:00,08:35:00,08:35:00,On Time,,No
1b6c1e8f-c07b-40e1-8a81,2024-04-29,08:26:39,Station,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-30,06:45:00,08:35:00,08:35:00,On Time,,No
127e4c1a-b8a9-4f11-9fcd,2024-04-29,08:47:27,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,07:15:00,07:45:00,07:45:00,On Time,,No
02781d73-5f80-4ee7-98f7,2024-04-29,08:56:55,Station,Credit Card,None,Standard,Off-Peak,116,Liverpool Lime Street,London St Pancras,2024-04-29,10:15:00,12:45:00,12:45:00,On Time,,No
c2d00f71-4fcf-4d2b-9d74,2024-04-29,09:06:28,Online,Credit Card,Senior,Standard,Advance,6,Liverpool Lime Street,Crewe,2024-04-30,07:30:00,08:05:00,08:05:00,On Time,,No
790af256-4582-4280-a004,2024-04-29,09:06:35,Online,Credit Card,Disabled,First Class,Advance,7,York,Doncaster,2024-04-30,07:30:00,08:00:00,,Cancelled,Signal Failure,No
c3713629-d616-4225-ba7c,2024-04-29,09:08:43,Online,Credit Card,None,Standard,Advance,34,York,Peterborough,2024-04-30,07:30:00,08:40:00,08:40:00,On Time,,No
3f8f15a5-0919-4200-8df0,2024-04-29,09:09:28,Online,Credit Card,None,Standard,Advance,34,York,Peterborough,2024-04-30,07:30:00,08:40:00,08:40:00,On Time,,No
8a3405c0-ae50-4bd3-8d6b,2024-04-29,09:17:55,Station,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-04-29,10:45:00,12:05:00,12:05:00,On Time,,No
29a806c7-7bbb-43e0-944e,2024-04-29,09:33:00,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-30,08:00:00,10:15:00,11:04:00,Delayed,Weather,No
123bfaf3-6353-427c-b40f,2024-04-29,09:33:32,Station,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-04-29,11:00:00,12:20:00,13:13:00,Delayed,Staff Shortage,No
80481c76-848f-4083-b205,2024-04-29,09:36:09,Station,Contactless,Adult,Standard,Off-Peak,24,York,Edinburgh,2024-04-29,11:00:00,13:30:00,13:30:00,On Time,,No
32c0eab3-d908-4058-abe9,2024-04-29,09:38:17,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-30,08:00:00,09:00:00,09:00:00,On Time,,No
be3cb016-6f12-4f51-8086,2024-04-29,09:38:43,Station,Contactless,Adult,First Class,Off-Peak,36,York,Edinburgh,2024-04-29,11:00:00,13:30:00,13:30:00,On Time,,No
4f81e23c-ab09-45d8-b9dc,2024-04-29,09:48:49,Station,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-30,08:15:00,09:35:00,,Cancelled,Signal Failure,No
7a1fd572-a158-451d-baa1,2024-04-29,09:59:19,Online,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-04-30,08:15:00,09:35:00,09:35:00,On Time,,No
85802b33-cdbb-4798-9214,2024-04-29,10:16:57,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-30,08:45:00,09:45:00,09:45:00,On Time,,No
42b4cd18-9470-4fd0-953c,2024-04-29,10:18:51,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-30,08:45:00,10:35:00,10:35:00,On Time,,No
0885cbc9-b84e-4d7c-890a,2024-04-29,10:31:11,Online,Debit Card,Senior,First Class,Advance,38,London Kings Cross,York,2024-04-30,09:00:00,10:50:00,10:50:00,On Time,,No
2bb29587-564d-46e3-9049,2024-04-29,10:32:32,Station,Contactless,Adult,Standard,Advance,8,Manchester Piccadilly,Nottingham,2024-04-30,09:00:00,10:00:00,10:45:00,Delayed,Signal Failure,No
1a0f5a53-4bb2-4b5f-94ad,2024-04-29,10:37:18,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-04-30,09:00:00,10:00:00,10:00:00,On Time,,No
075327d4-6862-4f6b-a3e3,2024-04-29,10:43:43,Online,Contactless,None,First Class,Off-Peak,80,London St Pancras,Birmingham New Street,2024-04-29,12:00:00,13:20:00,13:20:00,On Time,,No
09d23bbd-e06e-4cf0-943b,2024-04-29,10:44:53,Online,Debit Card,Senior,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-04-30,09:00:00,10:20:00,10:20:00,On Time,,No
81869885-6fa8-4cfb-83cf,2024-04-29,10:49:16,Station,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-29,12:15:00,13:35:00,13:35:00,On Time,,No
edadc239-26fe-47a5-89d1,2024-04-29,10:52:27,Online,Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,2024-04-30,09:15:00,10:15:00,10:15:00,On Time,,No
6dd8e408-e46d-4eeb-9ad2,2024-04-29,10:53:27,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,09:15:00,09:45:00,09:45:00,On Time,,No
13c654a4-bd8b-4fca-8a3c,2024-04-29,10:54:39,Station,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-30,09:15:00,09:45:00,09:45:00,On Time,,No
a40f443d-9619-45df-bbbc,2024-04-29,10:54:55,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,09:15:00,09:45:00,09:45:00,On Time,,No
5bd29e6b-c101-4dec-8e84,2024-04-29,11:43:44,Online,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-04-29,13:00:00,14:50:00,14:50:00,On Time,,No
5c464a0b-ac91-4d90-82ab,2024-04-29,11:48:34,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,13:15:00,13:45:00,13:45:00,On Time,,No
774bddc1-b530-43eb-b20c,2024-04-29,11:53:32,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-04-29,13:15:00,14:35:00,14:35:00,On Time,,No
ad666e9c-706a-4eb9-a8ca,2024-04-29,11:54:33,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,13:15:00,13:45:00,13:45:00,On Time,,No
31bd822c-5d5b-4520-894b,2024-04-29,11:56:05,Online,Credit Card,None,First Class,Off-Peak,78,London Euston,Birmingham New Street,2024-04-29,13:15:00,14:35:00,14:35:00,On Time,,No
a095944c-9711-4901-a292,2024-04-29,12:02:52,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,13:30:00,14:00:00,14:00:00,On Time,,No
2cede04c-8fa2-404d-a3bd,2024-04-29,12:05:05,Station,Debit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-30,10:30:00,11:50:00,11:50:00,On Time,,No
94a84fef-e20d-4f45-8e06,2024-04-29,12:05:54,Station,Credit Card,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-04-30,10:30:00,11:00:00,11:00:00,On Time,,No
9973eb9d-17ab-4f67-ba05,2024-04-29,12:08:10,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,13:30:00,14:00:00,14:00:00,On Time,,No
618ecafe-fa68-4abc-8e5a,2024-04-29,12:08:30,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-30,10:30:00,11:50:00,11:50:00,On Time,,No
7f057112-0402-4423-b416,2024-04-29,12:08:31,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,13:30:00,14:00:00,14:00:00,On Time,,No
9551e2de-e126-4f43-8458,2024-04-29,12:09:38,Station,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,2024-04-29,13:30:00,15:20:00,15:20:00,On Time,,No
658f3e6b-9506-41ed-9125,2024-04-29,12:18:25,Station,Credit Card,None,Standard,Off-Peak,13,Liverpool Lime Street,Sheffield,2024-04-29,13:45:00,15:00:00,15:00:00,On Time,,No
f9eb2c00-662c-440d-bf8d,2024-04-29,12:21:06,Online,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,14:45:00,15:15:00,15:15:00,On Time,,No
efc71396-e88c-4d6d-8c29,2024-04-29,12:26:54,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,10:45:00,11:15:00,11:15:00,On Time,,No
2ab262aa-2029-47c7-9209,2024-04-29,12:31:53,Station,Credit Card,Adult,Standard,Off-Peak,65,London Paddington,Liverpool Lime Street,2024-04-29,14:00:00,16:30:00,16:30:00,On Time,,No
4ffd6ef8-9588-43ca-8c86,2024-04-29,12:41:23,Station,Contactless,Adult,Standard,Advance,16,York,Edinburgh,2024-04-30,11:00:00,13:30:00,13:30:00,On Time,,No
baa5de5d-faec-44dc-99c9,2024-04-29,12:43:23,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-04-29,14:00:00,15:00:00,15:00:00,On Time,,No
09894bd1-030c-404e-984c,2024-04-29,12:47:46,Station,Credit Card,Disabled,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,14:15:00,14:45:00,14:45:00,On Time,,No
872dc7f4-d206-4c1d-b553,2024-04-29,12:57:58,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-29,14:15:00,15:35:00,15:35:00,On Time,,No
3bcae5be-74b5-4a3e-b833,2024-04-29,13:09:20,Station,Credit Card,Disabled,Standard,Off-Peak,35,London Kings Cross,York,2024-04-29,14:30:00,16:20:00,16:20:00,On Time,,No
088a72ec-7c40-4cee-b562,2024-04-29,13:16:40,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,14:45:00,15:15:00,15:15:00,On Time,,No
670c8e4b-9d11-42c0-9eba,2024-04-29,13:31:49,Online,Contactless,None,First Class,Advance,10,Liverpool Lime Street,Manchester Piccadilly,2024-04-30,12:00:00,12:30:00,,Cancelled,Signal Failure,No
a5f789a4-3a23-4576-a87b,2024-04-29,13:32:21,Online,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-30,12:00:00,12:30:00,,Cancelled,Signal Failure,Yes
4eb7425d-c959-449d-af44,2024-04-29,14:04:23,Online,Contactless,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-30,12:30:00,13:50:00,13:50:00,On Time,,No
be9ef164-5f92-498d-b055,2024-04-29,14:06:11,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-04-29,15:30:00,16:50:00,,Cancelled,Weather Conditions,No
4cea2ccf-573a-4c55-932d,2024-04-29,14:08:18,Station,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,2024-04-29,15:30:00,16:30:00,16:30:00,On Time,,No
60579dac-f516-40fa-9fad,2024-04-29,14:10:42,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,12:30:00,13:00:00,13:00:00,On Time,,No
31bd5715-da22-41cd-ab13,2024-04-29,14:11:05,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-04-29,15:30:00,16:50:00,,Cancelled,Weather Conditions,Yes
4e48cc96-1110-4e6b-a1ec,2024-04-29,14:14:18,Station,Credit Card,None,Standard,Off-Peak,8,Birmingham New Street,Liverpool Lime Street,2024-04-29,15:30:00,17:00:00,17:00:00,On Time,,No
1dd5db8a-5f9c-41c4-99a3,2024-04-29,14:17:16,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-04-29,15:45:00,17:35:00,17:35:00,On Time,,No
f723252b-ddb1-4d24-9f75,2024-04-29,14:25:39,Station,Credit Card,Adult,Standard,Advance,16,York,Edinburgh,2024-04-30,12:45:00,15:15:00,15:15:00,On Time,,No
f4c535a5-6e81-4526-98e7,2024-04-29,14:30:24,Station,Debit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-29,16:00:00,17:20:00,17:20:00,On Time,,No
dcf581f4-6a3d-4a7b-9c7e,2024-04-29,14:30:39,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-29,16:00:00,17:20:00,17:20:00,On Time,,No
89fca3b9-246e-44fd-a729,2024-04-29,14:32:35,Station,Credit Card,Adult,First Class,Anytime,69,London Euston,Birmingham New Street,2024-04-29,16:00:00,17:20:00,17:20:00,On Time,,No
6582b604-c348-45eb-83e0,2024-04-29,14:33:55,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-29,16:00:00,17:20:00,17:20:00,On Time,,No
e171e7b0-0d3a-4da4-afb7,2024-04-29,14:35:42,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-29,16:00:00,17:20:00,17:20:00,On Time,,No
1dd7d507-b718-43d0-a0b6,2024-04-29,14:36:02,Station,Contactless,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,16:00:00,16:30:00,16:30:00,On Time,,No
3d17d04c-2ad5-4da5-8457,2024-04-29,14:41:05,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-29,16:00:00,17:20:00,17:20:00,On Time,,No
dd407c99-4d01-471e-acd3,2024-04-29,14:44:06,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-29,16:00:00,17:20:00,17:20:00,On Time,,No
d3cb9b38-dfa7-40fb-9d4b,2024-04-29,14:44:52,Station,Credit Card,None,Standard,Anytime,67,York,Peterborough,2024-04-29,16:00:00,17:10:00,17:10:00,On Time,,No
8b9c1896-7ef7-46b4-ad86,2024-04-29,14:46:18,Online,Credit Card,None,First Class,Advance,52,London Euston,Birmingham New Street,2024-04-30,13:15:00,14:35:00,14:35:00,On Time,,No
dd048a35-0d82-403e-9e4f,2024-04-29,14:46:19,Online,Contactless,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,16:15:00,16:45:00,16:45:00,On Time,,No
2eec49a7-2fd3-4c27-a876,2024-04-29,14:47:54,Online,Contactless,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,16:15:00,16:45:00,16:45:00,On Time,,No
539c840a-db00-495f-aef6,2024-04-29,14:50:36,Online,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-30,13:15:00,13:45:00,13:45:00,On Time,,No
45e91f2a-0824-4fac-bacb,2024-04-29,14:51:05,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-30,13:15:00,14:35:00,14:35:00,On Time,,No
45e0aba6-434f-4f0e-b438,2024-04-29,14:52:38,Online,Contactless,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-04-30,13:15:00,14:35:00,14:35:00,On Time,,No
a9238c34-a92e-44fd-9cdd,2024-04-29,14:54:05,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-04-29,16:15:00,18:05:00,18:05:00,On Time,,No
2266d6ec-37e2-48f2-901a,2024-04-29,14:57:09,Online,Contactless,Adult,Standard,Anytime,31,London St Pancras,Leicester,2024-04-29,16:15:00,17:15:00,17:15:00,On Time,,No
fff63592-7176-4266-87d3,2024-04-29,15:00:34,Station,Debit Card,None,First Class,Off-Peak,200,Manchester Piccadilly,London Euston,2024-04-29,15:30:00,17:20:00,17:33:00,Delayed,Staffing,Yes
8a840840-59e0-41eb-91cc,2024-04-29,15:03:07,Station,Debit Card,None,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-04-29,15:30:00,17:45:00,17:46:00,Delayed,Staffing,Yes
048d7151-a63e-4703-914d,2024-04-29,15:06:27,Station,Credit Card,None,First Class,Anytime,114,London Kings Cross,York,2024-04-29,16:30:00,18:20:00,18:20:00,On Time,,No
b4882523-53d6-4c27-8582,2024-04-29,15:10:23,Station,Contactless,None,Standard,Anytime,25,London Paddington,Reading,2024-04-29,17:45:00,18:45:00,18:45:00,On Time,,No
6a565953-e0e3-457b-a490,2024-04-29,15:12:09,Station,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-04-29,16:30:00,18:20:00,18:20:00,On Time,,No
5932f434-668e-46b2-84b6,2024-04-29,15:19:13,Online,Contactless,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-29,16:45:00,19:00:00,19:00:00,On Time,,No
f810ec56-461b-40bb-a3f5,2024-04-29,15:24:10,Station,Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-04-29,17:45:00,19:35:00,19:35:00,On Time,,No
c311037d-5bfd-40a4-886d,2024-04-29,15:30:04,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-04-29,17:00:00,18:50:00,18:50:00,On Time,,No
eef7e45c-3647-468e-bf46,2024-04-29,15:38:51,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,17:00:00,17:30:00,17:30:00,On Time,,No
28af58b0-8258-4d33-9cf9,2024-04-29,15:39:54,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-30,14:00:00,15:00:00,15:00:00,On Time,,No
f66bf344-5f50-4383-a802,2024-04-29,15:41:04,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-04-29,17:00:00,18:50:00,18:50:00,On Time,,No
49ecc3b7-74c0-471e-a60a,2024-04-29,15:43:18,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-04-29,17:00:00,18:50:00,18:50:00,On Time,,No
c7403d99-7c75-44d0-904e,2024-04-29,15:44:54,Station,Credit Card,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,17:00:00,17:30:00,17:30:00,On Time,,No
37cd6d68-d240-466b-a567,2024-04-29,15:48:30,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,14:15:00,14:45:00,14:45:00,On Time,,No
ba890f4d-9399-4242-94d6,2024-04-29,15:48:32,Online,Credit Card,Senior,First Class,Anytime,13,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,17:15:00,17:45:00,17:45:00,On Time,,No
396a0302-d50d-46c3-b1eb,2024-04-29,15:49:10,Station,Contactless,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,17:15:00,17:45:00,17:45:00,On Time,,No
179f6608-bf7b-481a-a084,2024-04-29,15:53:06,Station,Contactless,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,17:15:00,17:45:00,17:45:00,On Time,,No
56fd812f-d20f-45c6-afd9,2024-04-29,15:53:08,Online,Contactless,Disabled,First Class,Anytime,78,Birmingham New Street,London Paddington,2024-04-29,17:15:00,18:45:00,18:45:00,On Time,,No
e3223f2d-b373-41c4-a8ce,2024-04-29,15:53:10,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,2024-04-29,17:15:00,19:05:00,19:05:00,On Time,,No
8cbbb072-3e17-40a5-b384,2024-04-29,15:55:57,Station,Contactless,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,17:15:00,17:45:00,17:45:00,On Time,,No
99f2bed2-53cf-4321-b1f4,2024-04-29,15:58:52,Online,Contactless,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,17:15:00,17:45:00,17:45:00,On Time,,No
8d167fb2-94fb-4673-9606,2024-04-29,16:00:03,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-30,14:30:00,15:50:00,15:50:00,On Time,,No
79d0952c-1ffa-4682-b938,2024-04-29,16:03:56,Station,Contactless,None,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-04-30,14:30:00,15:50:00,15:50:00,On Time,,No
27d138c1-c888-4ec6-8c5a,2024-04-29,16:05:26,Station,Credit Card,None,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,17:45:00,18:15:00,18:42:00,Delayed,Signal failure,No
8e22e0dc-3ec6-463b-9a54,2024-04-29,16:06:51,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,17:45:00,18:15:00,18:42:00,Delayed,Signal failure,No
c8363f50-173a-4d6c-997a,2024-04-29,16:12:41,Online,Credit Card,Disabled,Standard,Anytime,11,London St Pancras,Birmingham New Street,2024-04-29,17:45:00,19:05:00,19:05:00,On Time,,No
32b1c9a7-2321-41b7-8433,2024-04-29,16:13:34,Station,Credit Card,None,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,17:45:00,18:15:00,18:42:00,Delayed,Signal failure,No
20200bad-d81e-46ff-be11,2024-04-29,16:14:55,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-30,14:30:00,16:20:00,16:20:00,On Time,,No
3956f736-d36b-4aa7-88b0,2024-04-29,16:26:21,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,14:45:00,15:15:00,15:15:00,On Time,,No
0cd488aa-d810-4e74-b3ae,2024-04-29,16:44:29,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-04-30,15:00:00,16:00:00,16:00:00,On Time,,No
a4bbac34-6ed7-4d71-b738,2024-04-29,16:49:20,Station,Contactless,None,First Class,Anytime,242,Reading,Liverpool Lime Street,2024-04-29,18:15:00,20:45:00,20:45:00,On Time,,No
256f0e83-cd5b-49d5-8ac9,2024-04-29,17:02:11,Online,Credit Card,Adult,Standard,Anytime,4,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,18:30:00,19:00:00,19:00:00,On Time,,No
8bd1f0de-b153-4ca1-bc19,2024-04-29,17:05:37,Station,Credit Card,None,Standard,Advance,35,London Kings Cross,York,2024-04-30,15:30:00,17:20:00,17:20:00,On Time,,No
d30528f2-c760-4c6c-af2d,2024-04-29,17:07:44,Station,Credit Card,None,Standard,Advance,13,Reading,London Paddington,2024-04-30,15:30:00,15:55:00,15:55:00,On Time,,No
3dd43ec6-eb39-43cc-ac34,2024-04-29,17:08:06,Online,Credit Card,Disabled,First Class,Advance,35,London Euston,Birmingham New Street,2024-04-30,15:30:00,16:50:00,,Cancelled,Traffic,No
099145f5-6798-4a5e-a305,2024-04-29,17:10:04,Online,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-30,15:30:00,16:50:00,,Cancelled,Traffic,No
4a75f799-12de-4948-85f6,2024-04-29,17:10:56,Online,Contactless,None,Standard,Anytime,25,London Paddington,Reading,2024-04-29,18:30:00,19:30:00,19:30:00,On Time,,No
bc523b5e-8ec5-496b-807d,2024-04-29,17:11:36,Station,Debit Card,Adult,Standard,Anytime,11,London St Pancras,Birmingham New Street,2024-04-29,18:45:00,20:05:00,20:05:00,On Time,,No
a28c9442-baa6-49c0-af9d,2024-04-29,17:16:17,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-29,18:45:00,20:05:00,20:05:00,On Time,,No
54d121f4-3e4d-416a-8bd7,2024-04-29,17:16:55,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,18:45:00,19:15:00,19:15:00,On Time,,No
adee0c4e-468f-4445-a41a,2024-04-29,17:18:25,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-29,18:45:00,20:05:00,20:05:00,On Time,,No
fff47d30-8d79-4298-b937,2024-04-29,17:18:36,Station,Credit Card,Adult,Standard,Anytime,11,London St Pancras,Birmingham New Street,2024-04-29,18:45:00,20:05:00,20:05:00,On Time,,No
167d5071-877e-4186-9c01,2024-04-29,17:19:42,Online,Credit Card,Senior,Standard,Anytime,11,Liverpool Lime Street,Crewe,2024-04-29,18:45:00,19:20:00,19:20:00,On Time,,No
72e1ed8a-202b-45ae-a087,2024-04-29,17:19:46,Online,Credit Card,None,Standard,Anytime,13,Birmingham New Street,Nuneaton,2024-04-29,18:45:00,19:05:00,19:05:00,On Time,,No
6355fe22-ed08-4cdc-a71d,2024-04-29,17:22:49,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-29,18:45:00,20:05:00,20:05:00,On Time,,No
d0f8f942-3d4c-48b1-9686,2024-04-29,17:26:21,Online,Credit Card,None,First Class,Anytime,8,Birmingham New Street,Coventry,2024-04-29,18:45:00,19:05:00,19:05:00,On Time,,No
5b1883cf-d668-42f0-bbc1,2024-04-29,17:26:22,Online,Credit Card,None,First Class,Anytime,107,London St Pancras,Birmingham New Street,2024-04-29,18:45:00,20:05:00,20:05:00,On Time,,No
bb2134c9-e4a1-4851-b1e2,2024-04-29,17:28:43,Station,Contactless,None,Standard,Anytime,25,London Paddington,Reading,2024-04-29,18:45:00,19:45:00,19:45:00,On Time,,No
d7c5ddad-fcb8-4f50-9a78,2024-04-29,17:38:52,Station,Debit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-30,16:00:00,17:20:00,17:20:00,On Time,,No
